nfilter,t1,t2,t3,t4,t5
1940,104.421,78.552,18.175,6.082,21.481
1178,71.157,50.357,10.951,3.427,5.952
537,30.98,23.796,4.298,1.864,1.342
77,3.817,3.587,0.722,0.32,0.091
27,0.681,1.323,0.34,0.37,1.323
576,23.195,26.11,4.649,2.706,21.12
2565,127.486,107.868,23.425,8.667,26.661
1545,91.316,65.827,14.448,5.17,7.214
713,39.366,32.253,6.041,2.605,1.883
169,8.537,7.845,1.423,0.641,0.41
29,1.193,1.252,0.321,0.14,0.05
27,0.552,1.322,0.321,0.06,1.172
586,22.955,26.24,4.709,1.934,24.798
2854,134.479,119.63,26.201,7.404,28.886
2450,118.829,103.399,22.303,7.264,13.366
1379,69.324,59.765,12.854,4.378,4.789
555,26.672,24.548,4.449,2.084,1.413
162,6.663,7.775,1.363,0.491,0.391
32,1.242,1.423,0.341,0.13,0.061
22,0.501,0.912,0.26,0.06,1.062
325,13.896,12.825,2.585,0.641,16.051
1407,82.73,56.179,12.183,2.174,12.624
869,49.315,35.919,7.123,1.833,3.807
373,19.127,16.071,2.996,1.242,0.972
116,4.95,5.06,1.002,0.341,0.21
8,0.441,0.401,0.15,0.251,0.04
21,0.501,1.172,0.261,0.16,1.012
406,16.101,17.624,3.216,1.383,18.185
1601,91.296,67.982,13.786,5.561,17.253
610,44.846,26.861,4.8,2.284,2.304
89,6.903,4.428,0.822,0.35,0.12
26,0.551,1.243,0.32,0.14,1.152
567,22.744,25.509,4.488,1.634,19.968
2435,122.076,104.181,22.493,6.593,21.181
1698,91.617,73.331,15.78,4.97,9.027
824,44.996,37.242,7.154,2.596,2.535
211,10.73,9.979,1.783,0.532,0.3
17,0.592,0.781,0.251,0.17,0.04
32,0.852,1.432,0.321,0.14,1.463
787,31.1,35.429,6.703,2.525,22.543
3069,145.821,125.993,27.984,8.437,27.212
2521,126.154,106.135,21.802,7.093,14.738
1602,81.678,69.564,13.837,4.859,6.422
732,36.44,32.202,5.841,2.375,2.114
164,7.966,7.745,1.392,0.592,0.32
27,0.702,1.593,0.371,0.12,0.05
18,0.782,0.812,0.281,0.12,0.882
297,11.863,13.386,2.405,1.293,15.89
1360,80.736,54.114,11.643,3.697,18.606
590,41.34,28.796,4.719,1.273,3.557
197,12.193,8.136,1.663,0.431,0.341
9,0.441,0.391,0.18,0.05,0.051
31,0.611,1.543,0.341,0.16,1.273
485,22.633,23.966,3.897,1.883,24.417
1284,78.882,62.04,10.911,3.116,18.335
834,54.535,40.428,6.723,2.254,3.076
183,11.822,8.957,1.553,0.431,0.311
8,0.511,0.441,0.17,0.04,0.04
18,0.521,1.333,0.26,0.13,0.791
358,14.088,18.295,2.896,0.962,17.203
2162,117.186,105.413,18.626,5.501,23.064
1405,84.613,65.396,12.003,3.527,5.781
384,22.113,17.694,3.036,1.463,0.651
34,1.553,1.593,0.401,0.341,0.06
20,0.461,0.992,0.26,0.12,0.902
356,14.608,15.3,2.845,1.123,16.752
1541,87.499,62.751,14.458,5,15.119
647,39.697,27.834,5.351,1.763,2.445
185,10.019,8.156,1.553,0.551,0.211
19,0.471,1.162,0.261,0.12,0.802
301,12.283,14.377,2.435,0.732,15.961
1581,89.923,73.631,14.628,3.216,21.502
1049,66.338,48.935,9.458,2.375,6.993
543,32.854,27.072,4.329,1.302,1.282
104,5.22,5.511,0.932,0.34,0.14
25,0.671,1.072,0.291,0.05,1.072
511,20.841,22.603,4.048,1.763,24.788
2441,121.784,97.969,22.493,4.859,24.948
1442,84.012,58.512,13.466,3.026,7.434
629,34.907,26.531,5.21,1.162,1.303
69,3.547,3.226,0.662,0.16,0.231
11,0.481,0.521,0.23,0.12,0.04
28,0.601,1.353,0.27,0.43,1.143
462,20.31,20.119,3.697,1.754,22.234
1491,86.326,61.679,13.937,4.659,15.32
792,49.996,33.985,6.793,2.585,3.627
237,14.428,11.111,1.914,0.681,0.491
29,1.463,1.683,0.331,0.13,0.19
19,0.641,0.842,0.3,0.06,0.04
17,0.551,0.761,0.23,0.461,0.882
375,13.766,16.752,2.996,1.272,16.402
2559,127.115,104.782,23.575,7.524,22.333
1719,92.508,72.46,16.051,5.1,6.423
533,29.668,23.526,4.228,1.543,1.252
92,4.589,4.108,0.832,0.331,0.341
29,1.062,1.273,0.33,0.151,0.06
19,0.501,0.872,0.26,0.11,1.002
323,12.655,14.508,2.615,1.102,16.532
1747,97.699,71.157,16.191,3.818,21.822
861,58.212,35.218,7.515,2.435,4.558
285,16.812,12.314,2.315,0.671,0.501
28,1.333,1.262,0.28,0.12,0.061
19,0.491,1.012,0.26,0.081,0.962
345,14.087,17.093,2.735,0.711,15.35
1874,103.299,90.695,16.232,3.757,19.297
956,62.962,45.969,7.885,2.094,3.998
233,15.049,11.903,1.943,0.531,0.461
8,0.622,0.44,0.15,0.04,0.04
29,0.581,1.462,0.32,0.14,1.332
569,23.355,28.254,4.519,1.643,19.818
2061,107.648,94.782,17.835,5.15,17.464
1099,65.407,49.906,9.148,2.695,4.058
266,16.282,11.993,2.164,0.521,0.471
21,0.952,0.992,0.28,0.131,0.05
28,0.591,1.182,0.3,0.12,1.232
561,23.716,23.646,4.438,1.042,23.545
1845,99.512,75.065,17.173,3.437,15.71
800,51.921,35.138,6.903,1.623,3.337
204,12.364,9.248,1.673,0.912,0.371
14,0.491,1.012,0.24,0.171,0.04
18,0.521,0.722,0.23,0.07,0.891
365,14.067,15.31,2.945,1.042,18.316
2254,113.969,93.11,20.84,4.118,27.673
1833,97.127,76.127,17.193,3.998,15.129
1259,68.082,51.46,11.812,3.095,5.912
571,30.128,24.667,4.599,1.874,1.423
117,5.36,5.421,1.032,0.651,0.531
54,2.164,2.314,0.541,0.241,0.351
35,1.432,1.523,0.401,0.201,0.07
29,0.631,1.203,0.32,0.06,1.292
644,25.419,27.985,5.31,1.553,27.383
2295,113.449,95.674,21.121,4.979,19.438
1584,80.686,68.392,14.819,3.887,6.763
814,40.578,36.39,7.134,2.405,1.733
156,6.964,7.154,1.372,0.51,0.25
8,0.431,0.381,0.15,0.12,0.04
29,0.621,1.633,0.301,0.14,1.323
611,24.938,27.704,5.04,2.264,22.834
2570,127.726,107.647,23.525,8.006,21.352
1766,92.468,77.649,15.21,5.29,8.436
867,45.789,39.356,7.084,2.425,2.345
245,11.362,11.192,2.094,0.832,0.572
69,2.595,3.286,0.701,0.281,0.13
11,0.621,0.581,0.19,0.181,0.04
31,0.771,1.253,0.351,0.06,1.353
668,27.303,27.974,5.311,1.142,24.868
2340,119.42,97.177,20.299,3.948,25.349
1824,108.318,79.393,16.913,3.707,14.819
1003,62.4,45.168,9.047,2.024,4.238
265,16.712,12.404,2.174,0.781,0.631
23,1.263,1.062,0.28,0.13,0.19
5,0.34,0.281,0.16,0.04,0.03
31,0.591,1.303,0.34,0.12,1.352
624,26.512,27.553,5.1,1.533,23.405
2028,107.066,81.949,18.746,3.827,17.805
1050,63.873,42.242,9.639,2.354,5.381
389,23.295,16.622,3.096,0.822,0.611
27,1.203,1.433,0.361,0.06,0.06
30,0.571,1.613,0.321,0.14,1.343
665,27.633,27.774,5.5,1.483,28.706
2541,125.051,103.249,23.245,5.591,24.457
1615,89.342,67.891,13.866,3.427,8.176
967,49.145,41.47,7.986,2.174,2.134
211,9.358,9.839,1.763,0.641,0.501
28,1.173,1.663,0.311,0.13,0.06
23,0.57,1.022,0.29,0.061,1.082
512,20.068,20.669,4.038,0.891,22.724
2575,126.534,101.436,22.303,3.877,29.106
2119,112.276,86.407,19.518,4.298,15.029
1436,78.231,61.198,13.476,3.196,5.34
483,25.288,21.17,3.878,1.342,1.252
142,6.793,6.532,1.213,0.571,0.311
47,1.563,2.244,0.481,0.161,0.07
19,0.441,1.132,0.271,0.05,0.992
371,14.117,16.983,2.976,0.621,17.623
2017,103.57,90.886,18.776,3.347,19.238
1397,79.243,63.553,13.105,3.316,5.621
443,24.597,21.001,3.547,1.112,0.781
37,1.913,1.713,0.401,0.22,0.061
22,0.601,1.102,0.27,0.13,1.052
411,16.161,18.055,3.317,1.343,18.606
2184,110.663,88.009,18.857,5.24,22.373
1226,73.671,50.578,10.471,2.915,5.941
351,22.323,15.42,2.876,0.851,0.732
34,1.844,1.513,0.371,0.14,0.07
16,0.361,0.731,0.201,0.121,0.801
395,15.019,18.235,3.206,1.212,19.427
2452,123.178,99.542,21.141,6.252,29.427
1542,88.28,69.363,13.255,3.527,8.476
727,42.533,31.821,5.872,1.913,1.854
172,8.186,7.865,1.563,0.631,0.381
10,0.271,0.551,0.18,0.051,0.662
179,6.633,8.526,1.543,0.42,9.047
1431,83.611,67.049,12.294,2.755,17.995
797,52.341,38.625,6.482,2.115,3.837
214,13.025,10.179,1.764,0.481,0.491
15,0.882,0.811,0.221,0.05,0.04
30,0.771,1.403,0.331,0.12,1.283
677,27.723,30.049,5.421,2.144,24.728
2315,115.433,100.534,20.019,5.47,21.542
1900,99.693,83.982,16.682,5.872,9.699
1155,58.773,54.305,10.741,4.168,4.709
647,30.349,30.418,5.381,2.595,1.784
199,8.346,9.799,1.643,0.732,0.551
84,3.216,3.938,0.802,0.39,0.1
21,0.542,0.961,0.28,0.161,0.962
347,13.707,15.581,2.795,1.172,13.566
1320,80.034,54.556,12.403,4.689,18.195
428,39.897,18.185,3.347,1.332,4.159
89,10.199,4.338,0.862,0.361,0.3
7,0.621,0.4,0.19,0.04,0.03
26,0.541,1.082,0.28,0.12,1.192
290,14.088,11.832,2.344,0.932,13.606
609,47.972,25.48,5.179,1.574,7.384
212,18.095,9.138,1.723,0.511,1.213
35,2.925,1.553,0.411,0.17,0.06
21,0.501,0.731,0.26,0.11,1.062
386,14.488,14.868,3.086,0.891,15.59
853,58.562,33.234,7.384,1.684,15.85
370,33.605,15.41,2.936,1.283,2.534
54,5.912,2.405,0.571,0.16,0.08
29,0.831,1.663,0.331,0.15,1.202
737,29.958,35.809,5.941,2.275,21.892
2940,142.775,136.212,25.378,8.346,33.094
2352,121.866,109.341,20.289,6.603,19.067
1566,85.655,72.37,13.436,4.96,8.256
955,49.235,43.524,8.466,3.327,2.515
295,13.526,14.188,2.435,1.062,0.531
40,2.054,1.994,0.421,0.23,0.171
4,0.4,0.281,0.17,0.04,0.03
18,0.461,1.132,0.25,0.049,0.892
296,12.384,14.738,2.355,0.611,14.458
1667,94.392,79.092,15.6,2.996,25.409
988,67.531,48.223,8.887,2.285,7.554
402,27.432,20.459,3.287,0.921,0.711
11,0.942,0.691,0.221,0.11,0.04
16,0.41,0.881,0.211,0.13,0.822
205,9.558,8.116,1.683,0.531,9.928
745,55.046,30.99,6.352,1.152,13.236
447,33.996,18.767,3.576,0.881,2.265
78,5.991,3.227,0.731,0.241,0.401
26,1.382,1.143,0.28,0.141,0.19
11,0.441,0.471,0.2,0.111,0.04
18,0.541,0.932,0.221,0.051,0.912
314,13.206,15.951,2.465,0.531,22.864
1702,94.984,79.633,15.96,3.416,15.931
791,47.231,37.864,6.823,1.553,1.603
77,4.268,3.827,0.741,0.27,0.1
24,0.481,1.022,0.261,0.05,1.062
504,20.8,21.131,4.048,1.333,23.285
2051,108.83,80.495,19.167,2.294,19.147
943,60.036,36.289,8.586,1.172,3.237
142,9.388,6.032,1.242,0.16,0.28
9,0.471,0.44,0.191,0.04,0.04
16,0.401,0.732,0.201,0.06,0.741
318,12.534,14.799,2.565,0.501,15.941
2272,116.775,99.562,20.78,3.697,28.695
1519,85.896,68.523,14.207,2.695,9.929
771,44.857,35.128,6.693,1.353,1.563
114,5.19,5.521,1.032,0.2,0.141
23,0.521,0.892,0.3,0.069,1.042
293,13.205,10.84,2.374,0.341,15.61
902,60.066,33.595,7.946,1.122,15.73
479,34.587,19.838,3.827,0.561,1.904
132,7.164,5.521,1.172,0.14,0.41
25,0.971,1.253,0.321,0.06,0.06
16,0.421,0.691,0.221,0.04,0.762
191,8.175,7.694,1.623,0.26,8.216
707,51.81,27.273,5.982,0.842,11.121
378,28.896,15.41,3.106,0.692,2.254
92,7.354,3.768,0.811,0.26,0.12
24,0.652,1.052,0.25,0.13,1.152
463,19.317,20.8,3.707,1.803,21.431
2607,130.161,107.938,24.096,7.014,33.134
2270,119.069,96.215,21.14,5.932,19.097
1822,95.113,76.998,16.963,4.158,8.156
692,37.011,30.679,5.921,1.863,1.784
174,7.925,8.306,1.502,0.48,0.18
11,0.271,0.531,0.161,0.121,0.551
157,6.112,7.064,1.332,0.572,7.785
1392,81.116,58.242,13.065,4.89,22.874
230,27.643,10.57,1.904,0.851,0.922
12,1.393,0.621,0.181,0.14,0.04
29,0.501,0.851,0.301,0.12,1.253
394,16.742,15.57,3.227,1.142,16.452
765,52.601,30.348,6.783,2.315,10.821
206,20.88,8.908,1.693,0.962,1.944
54,5.801,2.344,0.581,0.27,0.712
4,1.132,0.251,0.12,0.12,0.03
17,0.621,0.771,0.251,0.13,0.782
255,10.761,11.782,2.154,0.862,13.335
812,59.896,35.138,6.984,2.806,11.121
170,21.041,7.655,1.443,0.591,0.391
2,0.511,0.16,0.171,0.12,0.03
22,0.481,0.972,0.271,0.12,0.912
389,16.091,17.113,3.126,1.392,15.038
1853,98.81,77.068,17.334,5.23,18.786
1077,61.95,84.654,9.989,3.777,4.429
392,20.9,17.574,3.146,1.182,0.611
14,0.771,0.692,0.24,0.05,0.1
2,0.32,0.15,0.11,0.12,0.03
18,0.461,1.202,0.241,0.12,0.842
340,13.876,14.658,2.736,1.053,18.005
1966,108.048,80.045,18.576,4.709,24.557
872,59.395,36.19,7.865,2.175,5.921
333,21.692,14.107,2.715,0.972,0.732
15,1.072,0.661,0.241,0.12,0.05
27,0.661,1.302,0.321,0.16,1.282
582,24.156,28.846,4.85,2.485,19.487
2715,133.838,123.358,24.978,8.567,28.314
2221,115.071,101.325,20.64,6.653,14.708
1397,75.094,65.035,13.366,4.559,5.631
615,32.212,28.705,5.19,1.703,1.513
146,6.232,7.003,1.273,0.591,0.24
18,0.581,1.042,0.24,0.171,0.11
12,0.481,0.641,0.181,0.14,0.04
26,0.621,1.282,0.32,0.12,1.152
342,16.001,15.009,2.736,1.353,19.889
673,51.639,29.246,5.731,2.184,8.596
152,17.643,7.093,1.273,0.541,0.411
8,0.732,0.421,0.141,0.11,0.04
15,0.361,0.671,0.201,0.05,0.661
262,10.37,10.971,2.084,0.571,12.955
1086,68.873,41.38,9.929,1.764,13.666
710,46.589,29.426,6.032,1.653,6.613
395,25.369,17.293,3.166,1.173,0.882
69,3.698,3.076,0.661,0.251,0.1
23,0.551,1.042,0.301,0.12,1.092
511,19.878,22.543,4.179,1.664,18.045
2320,116.715,94.453,21.291,5.48,19.718
1210,67.52,51.219,11.422,3.136,4.97
458,24.427,20.018,3.647,1.603,1.183
105,5.11,4.879,0.932,0.651,0.14
25,0.541,1.093,0.27,0.13,1.103
435,17.984,18.716,3.456,1.402,16.602
1712,94.522,68.633,15.87,3.376,20.52
868,55.637,36.61,7.615,1.914,4.298
246,15.279,10.751,2.004,0.461,0.641
31,1.463,1.362,0.36,0.141,0.06
21,0.882,0.902,0.271,0.17,0.872
476,18.295,21.372,3.807,1.944,22.834
2830,138.056,114.391,25.849,7.714,31.4
2062,110.663,84.313,19.056,5.109,16.783
1144,70.145,47.832,10.591,2.846,5.591
387,23.185,16.532,3.156,0.932,1.242
69,4.578,2.916,0.661,0.23,0.241
4,0.41,0.251,0.14,0.04,0.031
21,0.561,1.012,0.261,0.15,1.032
441,17.374,20.109,3.547,1.783,16.853
2422,127.356,101.385,22.534,8.015,25.519
1651,91.467,69.174,14.137,5.41,8.777
829,45.247,35.95,6.672,2.545,2.485
181,9.037,8.397,1.543,0.571,0.18
25,0.761,1.132,0.311,0.13,1.192
554,21.09,24.136,4.459,1.893,18.466
2637,126.634,104.371,22.764,6.563,27.092
1963,106.877,78.571,18.185,4.919,13.416
1064,62.581,45.327,9.699,2.785,3.507
223,13.045,10.08,1.934,0.681,0.591
39,1.903,2.014,0.411,0.17,0.151
0,0.21,0.03,0.05,0.031,0.03
24,0.591,1.223,0.281,0.121,1.062
367,15.69,18.587,2.926,0.972,18.245
1854,99.421,89.001,17.213,5.52,25.819
1214,76.537,57.411,11.282,3.607,11.302
695,43.734,34.105,5.841,2.415,2.073
154,8.175,7.755,1.302,0.652,0.471
38,1.583,1.743,0.411,0.231,0.061
31,0.711,1.393,0.34,0.13,1.303
631,26.271,26.972,5.231,1.533,24.838
2280,117.236,90.705,19.858,4.228,21.451
1261,73.752,52.411,10.871,2.846,4.248
278,16.121,12.023,2.254,0.511,0.531
23,0.972,1.082,0.31,0.261,0.05
22,0.481,1.243,0.26,0.06,1.062
417,16.541,18.465,3.356,0.922,18.836
1925,101.626,82.679,16.592,2.534,23.174
743,54.515,31.33,6.032,1.012,2.976
100,8.236,4.008,0.922,0.11,0.12
17,0.421,1.022,0.241,0.13,0.842
289,12.123,13.896,2.385,1.032,15.781
1464,87.638,69.975,13.706,2.665,24.717
775,56.629,36.912,6.682,0.973,11.411
269,25.96,12.234,2.174,0.351,2.174
49,5.23,2.184,0.501,0.091,0.36
1,0.481,0.16,0.12,0.04,0.03
22,0.531,0.952,0.24,0.061,1.062
422,17.855,19.739,3.356,1.132,15.53
1633,92.018,72.55,15.199,2.274,15.45
745,48.654,34.146,6.383,1.442,3.647
172,12.004,7.925,1.443,0.261,0.351
13,0.51,0.631,0.22,0.051,0.049
23,0.461,1.042,0.28,0.13,1.002
385,16.471,17.744,3.106,1.343,19.959
1253,76.818,50.568,11.722,3.266,29.096
353,28.936,14.699,2.895,0.972,0.561
13,0.792,0.591,0.19,0.261,0.04
18,0.541,0.812,0.24,0.161,0.832
395,15.3,18.215,3.146,1.482,17.324
2380,120.342,103.299,22.123,7.434,24.567
1881,104.602,80.094,17.825,6.362,8.557
724,41.871,32.332,6.272,3.026,1.594
130,6.512,5.791,1.192,0.531,0.291
13,0.591,0.611,0.2,0.13,0.04
21,0.481,1.032,0.28,0.151,0.981
308,13.846,13.756,2.485,1.142,14.808
1388,79.944,56.359,13.205,3.757,15.941
676,44.486,28.965,5.621,1.774,1.623
82,5.521,3.527,0.781,0.261,0.12
30,0.701,1.333,0.331,0.2,1.263
632,25.559,28.916,5.371,1.753,27.182
2481,123.678,104.331,22.754,6.212,28.725
1370,82.539,58.613,12.895,3.317,8.446
438,25.96,19.488,3.597,0.932,0.812
47,2.164,2.485,0.511,0.09,0.09
22,0.561,0.982,0.26,0.13,1.002
474,18.426,20.379,3.718,1.543,16.371
2290,113.49,93.29,21.141,4.178,24.237
1059,67.41,42.993,9.819,2.164,4.709
299,18.455,12.774,2.425,0.611,0.552
39,1.543,1.683,0.421,0.15,0.061
26,0.621,1.122,0.311,0.17,1.202
616,24.577,27.734,5.3,2.064,22.012
2364,120.031,100.383,22.003,6.523,18.947
1477,82.449,64.314,14.047,4.168,5.641
591,30.599,27.243,4.98,1.793,1.072
77,3.257,3.857,0.711,0.31,0.19
6,0.431,0.401,0.16,0.05,0.04
21,0.501,1.012,0.25,0.05,1.022
365,14.859,17.203,2.926,0.781,17.073
2190,111.936,95.233,20.118,3.768,22.573
1501,83.732,65.626,14.047,2.935,9.709
669,37.282,30.378,5.651,1.443,2.625
191,10.5,8.797,1.633,0.481,0.601
14,0.871,0.581,0.221,0.05,0.04
32,0.931,1.403,0.311,0.17,1.412
724,30.008,32.733,6.082,3.257,24.016
2421,122.997,103.058,22.242,8.556,24.077
1567,91.727,74.474,14.648,5.741,6.643
636,36.43,29.076,5.23,2.936,1.192
73,3.347,3.837,0.692,0.34,0.17
7,0.401,0.381,0.19,0.13,0.03
15,0.341,0.661,0.221,0.05,0.661
394,13.747,17.554,3.166,0.621,20.771
2678,129.239,117.586,24.498,6.763,28.284
1962,102.357,90.214,18.376,5.08,11.903
1055,57.2,50.326,9.608,2.375,2.525
214,10.48,10.31,1.744,0.811,0.231
32,0.701,1.403,0.311,0.16,1.523
653,27.703,29.908,5.45,2.314,31.03
2608,131.854,110.142,23.926,8.246,28.264
1770,95.745,74.814,16.481,5.701,10.29
729,43.484,32.142,6.202,2.134,1.673
79,4.629,4.088,0.832,0.341,0.11
14,0.31,0.581,0.18,0.12,0.691
292,10.81,12.644,2.355,0.982,14.768
1763,97.007,71.348,16.392,4.038,18.576
566,41.24,24.306,4.559,2.084,2.986
102,8.757,4.97,0.942,0.33,0.17
1,0.27,0.131,0.14,0.04,0.03
32,0.681,1.363,0.32,0.06,1.412
591,25.099,26,4.799,1.663,24.477
1541,87.639,63.101,14.448,3.737,11.282
702,41.66,30.92,5.892,1.572,2.545
237,12.985,10.65,1.994,0.652,0.45
39,1.543,1.794,0.461,0.15,0.07
16,0.441,0.821,0.191,0.14,0.702
332,12.845,17.113,2.645,1.503,14.888
2258,117.847,108.81,20.69,7.704,23.957
1411,82.669,65.777,13.246,4.689,8.777
656,40.128,31.23,5.361,2.355,1.463
112,5.822,5.541,1.032,0.47,0.12
25,0.661,1.162,0.291,0.13,1.092
555,21.602,24.988,4.539,1.904,26.702
2528,126.453,103.961,23.064,8.006,31.01
1576,89.603,67.38,14.778,5.481,12.213
945,56.418,40.528,8.356,2.926,1.974
110,5.46,5.28,1.062,0.361,0.12
32,0.921,1.433,0.321,0.13,1.433
781,31.16,35.238,6.672,2.585,25.078
2946,149.208,123.429,27.032,8.196,27.002
2229,116.575,94.452,19.268,6.873,10.921
1161,60.036,52.091,9.829,3.777,3.306
317,15.219,14.468,2.534,1.203,0.621
27,1.253,1.543,0.36,0.14,0.05
28,0.761,1.222,0.27,0.15,1.312
601,24.277,26.482,4.759,1.142,25.139
2149,110.994,88.07,18.566,4.449,24.196
1358,79.634,55.618,12.774,2.454,6.934
497,28.685,21.391,3.907,1.092,1.012
37,2.174,1.884,0.411,0.13,0.06
31,0.691,1.422,0.351,0.14,1.393
579,23.826,25.019,4.629,1.763,18.546
1985,103.75,81.196,18.626,5.16,21.131
1672,91.336,68.692,15.57,4.459,7.404
697,35.9,29.998,5.831,1.974,1.804
190,8.446,8.747,1.633,0.51,0.3
13,0.561,0.591,0.231,0.12,0.051
13,0.261,0.581,0.18,0.04,0.671
168,6.903,6.181,1.412,0.3,8.146
901,61.949,34.357,7.835,1.162,11.933
248,22.614,9.949,2.004,0.381,0.671
18,1.293,0.861,0.321,0.11,0.04
16,0.381,0.691,0.18,0.04,0.752
205,8.967,7.725,1.693,0.34,9.719
720,52.612,28.314,6.091,1.052,7.915
289,21.15,12.183,2.314,0.561,0.431
4,0.421,0.26,0.13,0.03,0.03
19,0.561,0.892,0.271,0.07,0.872
452,16.722,22.464,3.667,1.202,16.843
2881,140.44,134.53,24.938,5.41,29.948
2047,107.748,96.205,17.714,3.758,13.045
1025,58.242,48.674,8.526,2.575,2.756
222,11.071,11.351,1.824,0.461,0.381
28,1.172,1.523,0.301,0.15,0.06
16,0.371,1.092,0.191,0.131,0.761
308,11.943,14.297,2.475,1.323,15.299
1996,108.019,87.539,18.576,4.97,19.427
975,60.587,42.081,8.717,3.306,3.337
279,15.82,12.985,2.294,0.872,0.641
32,1.603,1.393,0.321,0.14,0.171
14,0.641,0.691,0.191,0.15,0.04
20,0.501,0.912,0.231,0.12,1.022
435,17.714,19.527,3.567,1.664,19.378
2430,123.829,99.663,22.283,6.743,24.868
1824,99.351,83.13,16.883,5.15,10.4
897,53.534,39.456,8.316,2.525,2.485
215,10.951,10.511,1.773,0.742,0.4
17,0.841,1.091,0.24,0.13,0.04
8,0.24,0.391,0.14,0.231,0.451
125,4.97,5.55,1.112,0.451,5.241
1380,79.454,56.83,11.833,4.128,22.523
556,41.56,23.025,4.339,1.693,1.713
47,3.436,2.164,0.551,0.16,0.07
29,0.571,1.203,0.34,0.14,1.222
559,23.656,24.527,4.428,1.573,18.686
1758,96.215,72.099,15.089,4.338,20.66
836,55.547,34.486,6.803,2.174,7.705
278,20.539,11.592,2.254,0.521,1.242
55,3.607,2.475,0.591,0.161,0.08
22,0.551,1.153,0.261,0.15,1.002
435,17.875,20.089,3.857,1.543,21.772
2179,113.729,96.866,20.128,6.283,21.261
1687,91.456,76.848,15.67,5.29,21.692
942,67.42,42.912,8.386,3.657,9.037
265,24.276,12.564,2.194,1.052,0.37
0,0.311,0.03,0.04,0.03,0.03
15,0.3,0.842,0.21,0.049,0.701
235,9.087,9.688,1.943,0.37,11.753
1644,87.879,64.845,15.65,2.265,20.469
866,57.551,34.927,7.605,1.984,5.41
389,22.613,16.162,3.136,1.002,0.601
14,0.812,0.591,0.22,0.051,0.04
31,0.681,1.313,0.35,0.131,1.413
579,23.756,24.327,4.739,1.563,18.606
1946,104.121,79.303,17.975,4.729,18.746
1651,87.678,69.334,15.309,3.687,7.514
675,34.998,28.946,5.611,1.913,1.793
131,6.022,6.092,1.182,0.381,0.15
23,0.492,1.022,0.27,0.06,0.992
259,11.823,10.491,2.084,0.35,12.153
1098,68.111,42.883,10.19,1.253,16.231
401,33.745,16.351,3.217,0.632,3.667
194,12.394,7.745,1.613,0.511,1.083
36,2.876,1.563,0.391,0.16,0.141
5,0.32,0.28,0.191,0.13,0.03
26,0.601,1.062,0.291,0.06,1.162
373,16.332,14.678,3.055,0.541,17.885
981,65.026,36.019,8.716,1.203,12.103
656,39.927,25.379,5.43,1.042,4.74
426,22.323,17.023,3.437,0.841,2.284
220,10.861,9.368,1.804,0.431,0.401
14,0.591,0.621,0.211,0.04,0.13
9,0.371,0.401,0.23,0.041,0.031
20,0.48,1.011,0.25,0.06,0.962
404,16.281,20.029,3.177,0.811,18.977
2055,108.539,97.909,19.047,3.728,26.251
1485,83.952,69.243,14.007,2.485,7.896
657,37.572,32.823,5.521,1.262,1.483
92,4.94,4.228,0.852,0.18,0.11
25,0.561,1.172,0.291,0.12,1.113
517,20.47,21.542,4.138,2.094,18.526
1731,96.015,69.955,16.431,4.228,16.992
773,51.349,32.092,6.623,2.114,3.006
138,9.167,6.242,1.212,0.792,0.28
8,0.431,0.411,0.14,0.12,0.03
32,0.742,1.372,0.32,0.131,1.532
622,26.821,27.182,5.18,2.054,20.8
2368,117.377,98.069,21.872,6.803,20.189
1872,95.875,78.191,17.764,5.12,9.498
981,50.568,42.302,8.907,2.715,2.405
257,12.043,11.612,2.074,0.962,0.541
25,1.102,1.092,0.28,0.12,0.06
12,0.34,0.602,0.171,0.12,0.551
161,6.673,7.303,1.353,0.531,7.294
1266,79.163,52.751,12.124,4.479,19.107
588,43.734,25.379,4.88,2.114,3.557
176,11.322,8.336,1.463,0.611,0.301
2,0.281,0.17,0.14,0.12,0.02
29,0.912,1.102,0.331,0.06,1.333
534,22.754,21.812,4.298,1.123,25.429
1879,101.355,79.824,17.544,3.326,13.997
849,48.653,37.803,7.434,1.433,2.024
131,6.894,6.272,1.172,0.241,0.15
23,0.551,1.163,0.29,0.121,1.042
447,17.734,19.808,3.587,1.723,16.982
2097,111.114,87.448,19.387,6.853,23.726
1189,70.015,50.568,10.069,3.707,6.182
482,28.405,21.632,3.827,1.523,1.212
79,4.258,3.357,0.721,0.32,0.101
23,0.562,1.322,0.291,0.06,0.982
477,18.516,19.227,3.838,0.842,18.997
2274,117.196,90.314,19.828,3.176,16.332
1216,66.458,49.646,10.51,2.625,4.919
567,29.467,23.486,4.519,1.162,1.012
77,3.166,3.467,0.731,0.18,0.1
11,0.28,0.481,0.18,0.11,0.561
219,7.885,9.428,1.823,0.621,11.161
1848,100.624,74.153,17.093,3.767,21.431
896,57.16,36.561,7.875,2.194,3.497
178,10.11,8.015,1.523,0.38,0.501
43,1.733,1.713,0.762,0.15,0.071
30,0.732,1.383,0.321,0.131,1.333
610,24.768,26.682,4.979,2.185,25.429
1794,97.137,74.423,16.602,5.401,21.01
758,51.78,32.622,6.412,2.495,5.921
234,18.276,10.41,1.874,0.681,0.501
10,0.992,0.491,0.191,0.11,0.03
