nfilter,t1,t2,t3,t4,t5,label_mad
502,18.766,0,0,28.234,22.213,37163
2640,129.992,0,0,139.25,19.888,44769.5
1614,87.32,0,0,87.008,6.503,51649.5
706,37.552,0,0,39.025,1.663,43932.5
178,8.176,0,0,10.25,0.28,43823
11,0.531,0,0,0.662,0.031,18225
10,0.3,0,0,0.791,0.541,3031
145,5.932,0,0,7.655,6.222,3046
1420,83.552,0,0,71.629,20.349,4630
521,41.299,0,0,27.434,2.334,6173
48,5.481,0,0,2.655,0.06,7578
25,0.551,0,0,1.372,1.153,6451
446,19.157,0,0,23.215,20.58,7774
1479,84.894,0,0,75.406,11.132,9132
532,33.645,0,0,28.785,0.921,9431.5
46,2.516,0,0,2.545,0.07,8497
24,0.612,0,0,1.473,1.032,29307.5
522,21.061,0,0,29.998,18.356,59796.5
2666,129.881,0,0,139.971,24.778,82284.5
2128,110.414,0,0,115.102,13.246,77863.5
1265,64.405,0,0,70.015,4.709,61886
534,26.291,0,0,30.028,1.163,58046
94,4.168,0,0,5.932,0.27,40964
22,0.932,0,0,1.293,0.16,110495
17,0.541,0,0,1.022,0.06,6078
32,0.692,0,0,1.793,1.403,7816
661,26.772,0,0,35.279,26.03,12670
2117,111.276,0,0,108.941,19.006,20240
1239,71.188,0,0,65.276,4.629,33367
478,26.461,0,0,26.091,1.002,48357.5
31,2.124,0,0,1.713,0.049,26793
21,0.801,0,0,1.473,1.002,1256
462,17.885,0,0,24.467,18.235,3535.5
2309,116.876,0,0,116.395,20.43,7123
1705,94.142,0,0,94.263,10.129,16352
954,52.982,0,0,52.121,2.715,35694
286,13.706,0,0,16.432,0.491,52340
31,1.293,0,0,2.023,0.05,13487
17,0.461,0,0,0.881,0.862,33796
352,14.268,0,0,19.528,15.179,34631.5
2358,121.595,0,0,124.029,24.597,61495.5
1716,94.734,0,0,92.76,11.342,46240
910,52.432,0,0,48.394,4.058,58535
245,13.937,0,0,14.227,0.441,91770
20,1.062,0,0,1.413,0.061,37759
27,0.591,0,0,1.483,1.263,17472
548,22.954,0,0,29.697,21.392,18717
2259,116.546,0,0,115.514,22.673,16813
1205,72.931,0,0,63.353,6.512,23267
396,24.697,0,0,22.013,0.662,20369.5
28,1.383,0,0,1.753,0.049,11846.5
29,0.582,0,0,1.824,1.423,8409
488,20.8,0,0,26.621,22.804,34446
2453,124.251,0,0,127.717,29.076,48185
1795,100.735,0,0,94.573,8.536,27263
708,40.589,0,0,38.184,1.322,20942.5
75,3.668,0,0,4.108,0.311,23951
32,1.393,0,0,2.014,0.05,21903
31,0.621,0,0,1.714,1.293,2918
697,28.145,0,0,36.911,26.361,12253
2362,117.498,0,0,120.844,21.371,17724.5
1626,88.611,0,0,86.276,7.905,21885.5
720,39.156,0,0,38.986,1.663,33855.5
109,5.22,0,0,6.302,0.431,41356
33,1.192,0,0,2.144,0.07,54336
17,0.451,0,0,0.992,0.842,1113
187,12.945,0,0,10.15,9.509,1683
812,61.729,0,0,41.35,19.908,3568
585,43.555,0,0,30.83,8.857,10958
493,38.144,0,0,26.661,4.138,16013
204,14.648,0,0,12.103,0.461,34940
13,2.805,0,0,1.072,0.041,6704
12,0.301,0,0,0.772,0.661,14842
161,6.202,0,0,9.238,7.905,17169
2196,109.452,0,0,120.663,31.632,17673.5
1988,108.029,0,0,103.791,16.121,19984
1186,70.557,0,0,61.75,3.477,24965
306,16.141,0,0,17.383,0.902,26182
58,2.585,0,0,3.687,0.081,24724
32,0.661,0,0,2.254,1.503,16954
672,26.852,0,0,36.921,20.56,47202
2271,115.554,0,0,119.591,17.754,54450
1416,76.157,0,0,76.869,5.33,61092.5
582,29.367,0,0,33.174,1.793,59302.5
222,9.568,0,0,13.206,0.33,61776
13,0.592,0,0,0.812,0.04,62584
16,0.35,0,0,0.932,0.811,14481
335,12.404,0,0,18.976,13.796,36735
2872,137.776,0,0,148.818,28.104,110575
1998,106.987,0,0,104.392,9.508,145484
992,54.666,0,0,54.395,2.095,87252.5
130,6.603,0,0,7.875,0.14,96447.5
10,0.22,0,0,0.591,0.521,13421.5
198,7.515,0,0,11.442,9.759,32703.5
2360,118.73,0,0,124.451,28.927,32700
1391,79.373,0,0,74.544,6.042,20995
477,26.04,0,0,25.77,0.721,44831
17,1.273,0,0,0.932,0.05,43439
30,0.741,0,0,1.994,1.313,18558
634,25.619,0,0,34.567,21.362,24970.5
2880,135.993,0,0,150.09,29.457,21060.5
2059,107.578,0,0,108.119,14.388,22679
1206,67.019,0,0,65.077,2.825,28728
280,13.466,0,0,22.263,0.701,43207.5
68,3.046,0,0,4.279,0.09,19657
26,0.571,0,0,1.743,1.252,3949
415,18.696,0,0,21.943,19.217,9747
1286,79.003,0,0,66.298,16.492,10697.5
